type,iri,label,label_de,description,description_de,subclass of,subproperty of,domain,range,same as,equivalent class,equivalent property,note,instance of
http://www.w3.org/2002/07/owl#Class,wgm:organization,Organization,Organisation,organized group of humans such as a university or research society,"eine organisierte Gruppe von Menschen, z. B. eine Universität oder eine Forschungsgesellschaft",https://gitlab.com/nfdi4culture/wikibase4research/model/actor,,,,,"https://schema.org/Organization,http://www.wikidata.org/entity/Q43229,http://xmlns.com/foaf/0.1/#term_Organization,https://nfdi4culture.de/ontology#Organization",,Wikibase ID: Q35,
http://www.w3.org/2002/07/owl#Class,wgm:sex_or_gender,Sex or gender,Geschlecht oder Geschlechtsidentität,to be used for humans,für Menschen zu verwenden,,,,,,"http://purl.obolibrary.org/obo/NCIT_C28421,http://www.wikidata.org/entity/Q18382802",,Wikibase ID: Q36,
http://www.w3.org/2002/07/owl#Class,wgm:licence,Licence,Lizenz,type of usage right,Art der Nutzungsrechte,https://gitlab.com/nfdi4culture/wikibase4research/model/information_object,,,,,http://www.ebi.ac.uk/swo/SWO_0000002,,Wikibase ID: Q37,
http://www.w3.org/2002/07/owl#Class,wgm:technique,Technique,Verfahren,technique or method that is used for creating or changing an object ,"Technik oder Methode, die zur Erstellung oder Änderung eines Gegenstands verwendet wird",https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,,,http://www.wikidata.org/entity/Q2695280,,Wikibase ID: Q38,
http://www.w3.org/2002/07/owl#Class,wgm:file_format,File Format,Datenformat,encoding format of a digital file,Kodierungsformat einer digitalen Datei,https://gitlab.com/nfdi4culture/wikibase4research/model/digital_object,,,,,http://purl.org/dc/terms/FileFormat,,Wikibase ID: Q39,
http://www.w3.org/2002/07/owl#Class,wgm:biological_object,Biological Object,Biologischer Gegenstand,"comprises individual items of a material nature, which live, have lived or are natural products of or from living organisms","umfasst einzelne Gegenstände materieller Natur, die leben, gelebt haben oder natürliche Produkte von oder aus lebenden Organismen sind",https://gitlab.com/nfdi4culture/wikibase4research/model/physical_object,,,,,http://cidoc-crm.org/cidoc-crm/E20_Biological_Object,,Wikibase ID: Q4,
http://www.w3.org/2002/07/owl#Class,wgm:function,Function,Funktion,describes the use of an item,beschreibt die Verwendung eines Objekts,https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,,,,,Wikibase ID: Q40,
http://www.w3.org/2002/07/owl#Class,wgm:position,Position,Position,position of an item within a location (for example wall or ceiling),Position eines Objekts innerhalb eines Standorts (etwa an der Wand oder Decke),https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,,,,,Wikibase ID: Q41,
http://www.w3.org/2002/07/owl#Class,wgm:style,Style,Stil,style of a cultural heritage object,Stil eines Kulturguts,https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,,,,,Wikibase ID: Q42,
http://www.w3.org/2002/07/owl#Class,wgm:iconographic_concept,Iconographic Concept,Ikonografisches Konzept,something that can be depicted on an object,"etwas, das auf einem Gegenstand abgebildet werden kann",https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,,,,,Wikibase ID: Q43,
http://www.w3.org/2002/07/owl#NamedIndividual,wgm:true,TRUE,TRUE,"value for specific properties, like P83 (verified)","Wert für bestimmte Eigenschaften, wie P83 (verifiziert)",,,,,https://schema.org/True,,,Wikibase ID: Q44,https://gitlab.com/nfdi4culture/wikibase4research/model/conceptual_object
http://www.w3.org/2002/07/owl#NamedIndividual,wgm:cc0,CC0,CC0,legal document dedicating a copyrighted work to the public domain,"Rechtsdokument, mit dem ein urheberrechtlich geschütztes Werk der Öffentlichkeit zugänglich gemacht wird",,,,,http://www.wikidata.org/entity/Q6938433,,,Wikibase ID: Q46,https://gitlab.com/nfdi4culture/wikibase4research/model/licence
http://www.w3.org/2002/07/owl#NamedIndividual,wgm:creative_commons_attribution,Creative Commons Attribution,Creative Commons Namensnennung,"license allowing free use of a copyrighted work, with attribution","Lizenz, die die freie Nutzung Copyright geschützten Materials unter Nennung des Namens erlaubt",,,,,http://www.wikidata.org/entity/Q6905323,,,Wikibase ID: Q47,https://gitlab.com/nfdi4culture/wikibase4research/model/licence
